epoch,loss,lr,val_loss
0,0.0007054437883198261,1e-04,0.0005791469011455774
1,0.0005384322721511126,1e-04,0.00045565125765278935
2,0.00042546133045107126,1e-04,0.0003884413745254278
3,0.0003515185380820185,1e-04,0.0003309655876364559
4,0.0002853049954865128,1e-04,0.00026861493824981153
5,0.00023723134654574096,1e-04,0.00023856767802499235
6,0.00019819634326267987,1e-04,0.0002580301952548325
7,0.00018274260219186544,1e-04,0.00020259867596905679
8,0.0001546451821923256,1e-04,0.00018335696950089186
9,0.00014262713375501335,1e-04,0.00017168658087030053
10,0.0001314169348916039,1e-04,0.0001603233249625191
11,0.00012170762056484818,1e-04,0.00015490777150262147
12,0.00010801199096022174,1e-04,0.0001537723874207586
13,0.00010467381798662245,1e-04,0.00013751057849731296
14,9.465184848522767e-05,1e-04,0.00013486004900187254
15,8.980809070635587e-05,1e-04,0.0001248976623173803
16,8.280996553367004e-05,1e-04,0.0001390395627822727
17,7.999482477316633e-05,1e-04,0.0001279589196201414
18,7.909317355370149e-05,1e-04,0.00013349729124456644
19,7.116499909898266e-05,1e-04,0.00012345808499958366
20,6.593912985408679e-05,1e-04,0.0001350917445961386
21,6.400619895430282e-05,1e-04,0.00013450803817249835
22,6.198933988343924e-05,1e-04,0.00011393430759198964
23,5.761133070336655e-05,1e-04,0.0001362471521133557
24,5.609722211374901e-05,1e-04,0.00011970993364229798
25,5.274064824334346e-05,1e-04,0.00011338355398038402
26,4.935845572617836e-05,1e-04,0.0001224627048941329
27,4.513729436439462e-05,1e-04,0.0001223649742314592
28,3.590345659176819e-05,5e-05,0.00011271936091361567
29,3.490634117042646e-05,5e-05,0.00011823941895272583
30,3.351148552610539e-05,5e-05,0.00011241617175983265
31,3.2256484701065347e-05,5e-05,0.00011138511035824195
32,3.0592364055337384e-05,5e-05,0.00011022773833246902
33,3.002352787007112e-05,5e-05,0.00010973642201861367
34,2.90735115413554e-05,5e-05,0.00010928841948043555
35,2.7516507543623447e-05,5e-05,0.00011040511162718758
36,2.6534185963100754e-05,5e-05,0.00011266046931268647
37,2.7295858672005124e-05,5e-05,0.00010704427404562011
38,2.5975765311159194e-05,5e-05,0.00010730449866969138
39,2.660309473867528e-05,5e-05,0.00011626076593529433
40,2.4022985599003732e-05,5e-05,0.00011477779480628669
41,2.343778578506317e-05,5e-05,0.00011416302731959149
42,2.2631489628111012e-05,5e-05,0.00011313804861856624
43,1.9829471057164483e-05,2.5e-05,0.00010629113967297599
44,1.9712455468834378e-05,2.5e-05,0.00011374465248081833
45,1.9067061657551676e-05,2.5e-05,0.00010455232404638082
46,1.8484051906852983e-05,2.5e-05,0.00010395132994744927
47,1.814994539017789e-05,2.5e-05,0.00010982124513247982
48,1.8061698938254267e-05,2.5e-05,0.00010521966760279611
49,1.8220805941382423e-05,2.5e-05,0.00011491263285279274
50,1.809696914278902e-05,2.5e-05,0.0001039265189319849
51,1.666446951276157e-05,1.25e-05,0.00010855219443328679
52,1.5980778698576614e-05,1.25e-05,0.00011421970702940598
53,1.619350405235309e-05,1.25e-05,0.00011123840522486717
54,1.557823816256132e-05,1.25e-05,0.00011102626740466803
55,1.6422211047029123e-05,1.25e-05,0.00010871675476664677
56,1.5364386854344048e-05,1.25e-05,0.0001086051415768452
57,1.6255784430541098e-05,1.25e-05,0.00012006572069367394
58,1.5405086742248386e-05,6.25e-06,0.00011121961142634973
59,1.574853013153188e-05,6.25e-06,0.00010499390918994322
60,1.5871672076173127e-05,6.25e-06,0.00010759828001027927
